id,Week,item_id,Maincategory,Subcategory,search_volume
2024-06-309,2024-06-30,9,Vegetables,Knollen & wortelgewassen,43
2024-07-079,2024-07-07,9,Vegetables,Knollen & wortelgewassen,35
2024-07-149,2024-07-14,9,Vegetables,Knollen & wortelgewassen,36
2024-07-219,2024-07-21,9,Vegetables,Knollen & wortelgewassen,37
2024-07-289,2024-07-28,9,Vegetables,Knollen & wortelgewassen,33
2024-08-049,2024-08-04,9,Vegetables,Knollen & wortelgewassen,38
2024-08-119,2024-08-11,9,Vegetables,Knollen & wortelgewassen,38
2024-08-189,2024-08-18,9,Vegetables,Knollen & wortelgewassen,48
2024-08-259,2024-08-25,9,Vegetables,Knollen & wortelgewassen,43
2024-09-019,2024-09-01,9,Vegetables,Knollen & wortelgewassen,41
2024-09-089,2024-09-08,9,Vegetables,Knollen & wortelgewassen,43
2024-09-159,2024-09-15,9,Vegetables,Knollen & wortelgewassen,38
2024-09-229,2024-09-22,9,Vegetables,Knollen & wortelgewassen,53
2024-09-299,2024-09-29,9,Vegetables,Knollen & wortelgewassen,49
2024-10-069,2024-10-06,9,Vegetables,Knollen & wortelgewassen,61
2024-10-139,2024-10-13,9,Vegetables,Knollen & wortelgewassen,73
2024-10-209,2024-10-20,9,Vegetables,Knollen & wortelgewassen,52
2024-10-279,2024-10-27,9,Vegetables,Knollen & wortelgewassen,61
2024-11-039,2024-11-03,9,Vegetables,Knollen & wortelgewassen,61
2024-11-109,2024-11-10,9,Vegetables,Knollen & wortelgewassen,63
2024-11-179,2024-11-17,9,Vegetables,Knollen & wortelgewassen,69
2024-11-249,2024-11-24,9,Vegetables,Knollen & wortelgewassen,57
2024-12-019,2024-12-01,9,Vegetables,Knollen & wortelgewassen,54
2024-12-089,2024-12-08,9,Vegetables,Knollen & wortelgewassen,47
2024-12-159,2024-12-15,9,Vegetables,Knollen & wortelgewassen,53
2024-12-229,2024-12-22,9,Vegetables,Knollen & wortelgewassen,61
2024-12-299,2024-12-29,9,Vegetables,Knollen & wortelgewassen,50
2025-01-059,2025-01-05,9,Vegetables,Knollen & wortelgewassen,61
2025-01-129,2025-01-12,9,Vegetables,Knollen & wortelgewassen,61
2025-01-199,2025-01-19,9,Vegetables,Knollen & wortelgewassen,69
2025-01-269,2025-01-26,9,Vegetables,Knollen & wortelgewassen,56
2025-02-029,2025-02-02,9,Vegetables,Knollen & wortelgewassen,59
2025-02-099,2025-02-09,9,Vegetables,Knollen & wortelgewassen,46
2025-02-169,2025-02-16,9,Vegetables,Knollen & wortelgewassen,50
2025-02-239,2025-02-23,9,Vegetables,Knollen & wortelgewassen,50
2025-03-029,2025-03-02,9,Vegetables,Knollen & wortelgewassen,50
2025-03-099,2025-03-09,9,Vegetables,Knollen & wortelgewassen,46
2025-03-169,2025-03-16,9,Vegetables,Knollen & wortelgewassen,44
2025-03-239,2025-03-23,9,Vegetables,Knollen & wortelgewassen,49
2025-03-309,2025-03-30,9,Vegetables,Knollen & wortelgewassen,43
2025-04-069,2025-04-06,9,Vegetables,Knollen & wortelgewassen,55
2025-04-139,2025-04-13,9,Vegetables,Knollen & wortelgewassen,48
2025-04-209,2025-04-20,9,Vegetables,Knollen & wortelgewassen,42
2025-04-279,2025-04-27,9,Vegetables,Knollen & wortelgewassen,41
2025-05-049,2025-05-04,9,Vegetables,Knollen & wortelgewassen,47
2025-05-119,2025-05-11,9,Vegetables,Knollen & wortelgewassen,34
2025-05-189,2025-05-18,9,Vegetables,Knollen & wortelgewassen,43
2025-05-259,2025-05-25,9,Vegetables,Knollen & wortelgewassen,37
2025-06-019,2025-06-01,9,Vegetables,Knollen & wortelgewassen,39
2025-06-089,2025-06-08,9,Vegetables,Knollen & wortelgewassen,39
2025-06-159,2025-06-15,9,Vegetables,Knollen & wortelgewassen,40
2025-06-229,2025-06-22,9,Vegetables,Knollen & wortelgewassen,37
2025-06-299,2025-06-29,9,Vegetables,Knollen & wortelgewassen,30
2020-12-2710,2020-12-27,10,Vegetables,Knollen & wortelgewassen,72
2021-01-0310,2021-01-03,10,Vegetables,Knollen & wortelgewassen,55
2021-01-1010,2021-01-10,10,Vegetables,Knollen & wortelgewassen,62
2021-01-1710,2021-01-17,10,Vegetables,Knollen & wortelgewassen,47
2021-01-2410,2021-01-24,10,Vegetables,Knollen & wortelgewassen,40
2021-01-3110,2021-01-31,10,Vegetables,Knollen & wortelgewassen,40
2021-02-0710,2021-02-07,10,Vegetables,Knollen & wortelgewassen,39
2021-02-1410,2021-02-14,10,Vegetables,Knollen & wortelgewassen,45
2021-02-2110,2021-02-21,10,Vegetables,Knollen & wortelgewassen,0
2021-02-2810,2021-02-28,10,Vegetables,Knollen & wortelgewassen,48
2021-03-0710,2021-03-07,10,Vegetables,Knollen & wortelgewassen,63
2021-03-1410,2021-03-14,10,Vegetables,Knollen & wortelgewassen,56
2021-03-2110,2021-03-21,10,Vegetables,Knollen & wortelgewassen,41
2021-03-2810,2021-03-28,10,Vegetables,Knollen & wortelgewassen,42
2021-04-0410,2021-04-04,10,Vegetables,Knollen & wortelgewassen,63
2021-04-1110,2021-04-11,10,Vegetables,Knollen & wortelgewassen,60
2021-04-1810,2021-04-18,10,Vegetables,Knollen & wortelgewassen,50
2021-04-2510,2021-04-25,10,Vegetables,Knollen & wortelgewassen,48
2021-05-0210,2021-05-02,10,Vegetables,Knollen & wortelgewassen,40
2021-05-0910,2021-05-09,10,Vegetables,Knollen & wortelgewassen,0
2021-05-1610,2021-05-16,10,Vegetables,Knollen & wortelgewassen,48
2021-05-2310,2021-05-23,10,Vegetables,Knollen & wortelgewassen,0
2021-05-3010,2021-05-30,10,Vegetables,Knollen & wortelgewassen,38
2021-06-0610,2021-06-06,10,Vegetables,Knollen & wortelgewassen,56
2021-06-1310,2021-06-13,10,Vegetables,Knollen & wortelgewassen,0
2021-06-2010,2021-06-20,10,Vegetables,Knollen & wortelgewassen,24
2021-06-2710,2021-06-27,10,Vegetables,Knollen & wortelgewassen,39
2021-07-0410,2021-07-04,10,Vegetables,Knollen & wortelgewassen,36
2021-07-1110,2021-07-11,10,Vegetables,Knollen & wortelgewassen,38
2021-07-1810,2021-07-18,10,Vegetables,Knollen & wortelgewassen,0
2021-07-2510,2021-07-25,10,Vegetables,Knollen & wortelgewassen,36
2021-08-0110,2021-08-01,10,Vegetables,Knollen & wortelgewassen,50
2021-08-0810,2021-08-08,10,Vegetables,Knollen & wortelgewassen,37
2021-08-1510,2021-08-15,10,Vegetables,Knollen & wortelgewassen,37
2021-08-2210,2021-08-22,10,Vegetables,Knollen & wortelgewassen,67
2021-08-2910,2021-08-29,10,Vegetables,Knollen & wortelgewassen,0
2021-09-0510,2021-09-05,10,Vegetables,Knollen & wortelgewassen,66
2021-09-1210,2021-09-12,10,Vegetables,Knollen & wortelgewassen,48
2021-09-1910,2021-09-19,10,Vegetables,Knollen & wortelgewassen,53
2021-09-2610,2021-09-26,10,Vegetables,Knollen & wortelgewassen,64
2021-10-0310,2021-10-03,10,Vegetables,Knollen & wortelgewassen,38
2021-10-1010,2021-10-10,10,Vegetables,Knollen & wortelgewassen,46
2021-10-1710,2021-10-17,10,Vegetables,Knollen & wortelgewassen,39
2021-10-2410,2021-10-24,10,Vegetables,Knollen & wortelgewassen,44
2021-10-3110,2021-10-31,10,Vegetables,Knollen & wortelgewassen,0
2021-11-0710,2021-11-07,10,Vegetables,Knollen & wortelgewassen,75
2021-11-1410,2021-11-14,10,Vegetables,Knollen & wortelgewassen,34
2021-11-2110,2021-11-21,10,Vegetables,Knollen & wortelgewassen,51
2021-11-2810,2021-11-28,10,Vegetables,Knollen & wortelgewassen,29
2021-12-0510,2021-12-05,10,Vegetables,Knollen & wortelgewassen,0
2021-12-1210,2021-12-12,10,Vegetables,Knollen & wortelgewassen,41
2021-12-1910,2021-12-19,10,Vegetables,Knollen & wortelgewassen,0
2021-12-2610,2021-12-26,10,Vegetables,Knollen & wortelgewassen,50
2022-01-0210,2022-01-02,10,Vegetables,Knollen & wortelgewassen,81
2022-01-0910,2022-01-09,10,Vegetables,Knollen & wortelgewassen,41
2022-01-1610,2022-01-16,10,Vegetables,Knollen & wortelgewassen,40
2022-01-2310,2022-01-23,10,Vegetables,Knollen & wortelgewassen,37
2022-01-3010,2022-01-30,10,Vegetables,Knollen & wortelgewassen,39
2022-02-0610,2022-02-06,10,Vegetables,Knollen & wortelgewassen,54
2022-02-1310,2022-02-13,10,Vegetables,Knollen & wortelgewassen,0
2022-02-2010,2022-02-20,10,Vegetables,Knollen & wortelgewassen,38
2022-02-2710,2022-02-27,10,Vegetables,Knollen & wortelgewassen,65
2022-03-0610,2022-03-06,10,Vegetables,Knollen & wortelgewassen,36
2022-03-1310,2022-03-13,10,Vegetables,Knollen & wortelgewassen,36
2022-03-2010,2022-03-20,10,Vegetables,Knollen & wortelgewassen,36
2022-03-2710,2022-03-27,10,Vegetables,Knollen & wortelgewassen,53
2022-04-0310,2022-04-03,10,Vegetables,Knollen & wortelgewassen,60
2022-04-1010,2022-04-10,10,Vegetables,Knollen & wortelgewassen,44
2022-04-1710,2022-04-17,10,Vegetables,Knollen & wortelgewassen,51
2022-04-2410,2022-04-24,10,Vegetables,Knollen & wortelgewassen,40
2022-05-0110,2022-05-01,10,Vegetables,Knollen & wortelgewassen,41
2022-05-0810,2022-05-08,10,Vegetables,Knollen & wortelgewassen,34
2022-05-1510,2022-05-15,10,Vegetables,Knollen & wortelgewassen,54
2022-05-2210,2022-05-22,10,Vegetables,Knollen & wortelgewassen,38
2022-05-2910,2022-05-29,10,Vegetables,Knollen & wortelgewassen,40
2022-06-0510,2022-06-05,10,Vegetables,Knollen & wortelgewassen,53
2022-06-1210,2022-06-12,10,Vegetables,Knollen & wortelgewassen,0
2022-06-1910,2022-06-19,10,Vegetables,Knollen & wortelgewassen,45
2022-06-2610,2022-06-26,10,Vegetables,Knollen & wortelgewassen,50
2022-07-0310,2022-07-03,10,Vegetables,Knollen & wortelgewassen,31
2022-07-1010,2022-07-10,10,Vegetables,Knollen & wortelgewassen,53
2022-07-1710,2022-07-17,10,Vegetables,Knollen & wortelgewassen,50
2022-07-2410,2022-07-24,10,Vegetables,Knollen & wortelgewassen,43
2022-07-3110,2022-07-31,10,Vegetables,Knollen & wortelgewassen,50
2022-08-0710,2022-08-07,10,Vegetables,Knollen & wortelgewassen,41
2022-08-1410,2022-08-14,10,Vegetables,Knollen & wortelgewassen,47
2022-08-2110,2022-08-21,10,Vegetables,Knollen & wortelgewassen,37
2022-08-2810,2022-08-28,10,Vegetables,Knollen & wortelgewassen,31
2022-09-0410,2022-09-04,10,Vegetables,Knollen & wortelgewassen,38
2022-09-1110,2022-09-11,10,Vegetables,Knollen & wortelgewassen,41
2022-09-1810,2022-09-18,10,Vegetables,Knollen & wortelgewassen,62
2022-09-2510,2022-09-25,10,Vegetables,Knollen & wortelgewassen,50
2022-10-0210,2022-10-02,10,Vegetables,Knollen & wortelgewassen,43
2022-10-0910,2022-10-09,10,Vegetables,Knollen & wortelgewassen,35
2022-10-1610,2022-10-16,10,Vegetables,Knollen & wortelgewassen,38
2022-10-2310,2022-10-23,10,Vegetables,Knollen & wortelgewassen,68
2022-10-3010,2022-10-30,10,Vegetables,Knollen & wortelgewassen,39
2022-11-0610,2022-11-06,10,Vegetables,Knollen & wortelgewassen,69
2022-11-1310,2022-11-13,10,Vegetables,Knollen & wortelgewassen,70
2022-11-2010,2022-11-20,10,Vegetables,Knollen & wortelgewassen,31
2022-11-2710,2022-11-27,10,Vegetables,Knollen & wortelgewassen,50
2022-12-0410,2022-12-04,10,Vegetables,Knollen & wortelgewassen,64
2022-12-1110,2022-12-11,10,Vegetables,Knollen & wortelgewassen,40
2022-12-1810,2022-12-18,10,Vegetables,Knollen & wortelgewassen,100
2022-12-2510,2022-12-25,10,Vegetables,Knollen & wortelgewassen,67
2023-01-0110,2023-01-01,10,Vegetables,Knollen & wortelgewassen,62
2023-01-0810,2023-01-08,10,Vegetables,Knollen & wortelgewassen,45
2023-01-1510,2023-01-15,10,Vegetables,Knollen & wortelgewassen,56
2023-01-2210,2023-01-22,10,Vegetables,Knollen & wortelgewassen,58
2023-01-2910,2023-01-29,10,Vegetables,Knollen & wortelgewassen,43
2023-02-0510,2023-02-05,10,Vegetables,Knollen & wortelgewassen,0
2023-02-1210,2023-02-12,10,Vegetables,Knollen & wortelgewassen,51
2023-02-1910,2023-02-19,10,Vegetables,Knollen & wortelgewassen,58
2023-02-2610,2023-02-26,10,Vegetables,Knollen & wortelgewassen,51
2023-03-0510,2023-03-05,10,Vegetables,Knollen & wortelgewassen,34
2023-03-1210,2023-03-12,10,Vegetables,Knollen & wortelgewassen,48
2023-03-1910,2023-03-19,10,Vegetables,Knollen & wortelgewassen,61
2023-03-2610,2023-03-26,10,Vegetables,Knollen & wortelgewassen,40
2023-04-0210,2023-04-02,10,Vegetables,Knollen & wortelgewassen,0
2023-04-0910,2023-04-09,10,Vegetables,Knollen & wortelgewassen,75
2023-04-1610,2023-04-16,10,Vegetables,Knollen & wortelgewassen,60
2023-04-2310,2023-04-23,10,Vegetables,Knollen & wortelgewassen,45
2023-04-3010,2023-04-30,10,Vegetables,Knollen & wortelgewassen,39
2023-05-0710,2023-05-07,10,Vegetables,Knollen & wortelgewassen,0
2023-05-1410,2023-05-14,10,Vegetables,Knollen & wortelgewassen,43
2023-05-2110,2023-05-21,10,Vegetables,Knollen & wortelgewassen,34
2023-05-2810,2023-05-28,10,Vegetables,Knollen & wortelgewassen,38
2023-06-0410,2023-06-04,10,Vegetables,Knollen & wortelgewassen,34
2023-06-1110,2023-06-11,10,Vegetables,Knollen & wortelgewassen,0
2023-06-1810,2023-06-18,10,Vegetables,Knollen & wortelgewassen,34
2023-06-2510,2023-06-25,10,Vegetables,Knollen & wortelgewassen,44
2023-07-0210,2023-07-02,10,Vegetables,Knollen & wortelgewassen,63
2023-07-0910,2023-07-09,10,Vegetables,Knollen & wortelgewassen,50
2023-07-1610,2023-07-16,10,Vegetables,Knollen & wortelgewassen,40
2023-07-2310,2023-07-23,10,Vegetables,Knollen & wortelgewassen,45
2023-07-3010,2023-07-30,10,Vegetables,Knollen & wortelgewassen,49
2023-08-0610,2023-08-06,10,Vegetables,Knollen & wortelgewassen,0
2023-08-1310,2023-08-13,10,Vegetables,Knollen & wortelgewassen,40
2023-08-2010,2023-08-20,10,Vegetables,Knollen & wortelgewassen,33
2023-08-2710,2023-08-27,10,Vegetables,Knollen & wortelgewassen,73
2023-09-0310,2023-09-03,10,Vegetables,Knollen & wortelgewassen,49
2023-09-1010,2023-09-10,10,Vegetables,Knollen & wortelgewassen,70
2023-09-1710,2023-09-17,10,Vegetables,Knollen & wortelgewassen,40
2023-09-2410,2023-09-24,10,Vegetables,Knollen & wortelgewassen,64
2023-10-0110,2023-10-01,10,Vegetables,Knollen & wortelgewassen,44
2023-10-0810,2023-10-08,10,Vegetables,Knollen & wortelgewassen,52
2023-10-1510,2023-10-15,10,Vegetables,Knollen & wortelgewassen,53
2023-10-2210,2023-10-22,10,Vegetables,Knollen & wortelgewassen,36
2023-10-2910,2023-10-29,10,Vegetables,Knollen & wortelgewassen,66
2023-11-0510,2023-11-05,10,Vegetables,Knollen & wortelgewassen,60
2023-11-1210,2023-11-12,10,Vegetables,Knollen & wortelgewassen,63
2023-11-1910,2023-11-19,10,Vegetables,Knollen & wortelgewassen,52
2023-11-2610,2023-11-26,10,Vegetables,Knollen & wortelgewassen,41
2023-12-0310,2023-12-03,10,Vegetables,Knollen & wortelgewassen,66
2023-12-1010,2023-12-10,10,Vegetables,Knollen & wortelgewassen,48
2023-12-1710,2023-12-17,10,Vegetables,Knollen & wortelgewassen,0
2023-12-2410,2023-12-24,10,Vegetables,Knollen & wortelgewassen,50
2023-12-3110,2023-12-31,10,Vegetables,Knollen & wortelgewassen,53
2024-01-0710,2024-01-07,10,Vegetables,Knollen & wortelgewassen,54
2024-01-1410,2024-01-14,10,Vegetables,Knollen & wortelgewassen,48
2024-01-2110,2024-01-21,10,Vegetables,Knollen & wortelgewassen,63
2024-01-2810,2024-01-28,10,Vegetables,Knollen & wortelgewassen,47
2024-02-0410,2024-02-04,10,Vegetables,Knollen & wortelgewassen,37
2024-02-1110,2024-02-11,10,Vegetables,Knollen & wortelgewassen,59
2024-02-1810,2024-02-18,10,Vegetables,Knollen & wortelgewassen,50
2024-02-2510,2024-02-25,10,Vegetables,Knollen & wortelgewassen,51
2024-03-0310,2024-03-03,10,Vegetables,Knollen & wortelgewassen,86
2024-03-1010,2024-03-10,10,Vegetables,Knollen & wortelgewassen,47
2024-03-1710,2024-03-17,10,Vegetables,Knollen & wortelgewassen,60
2024-03-2410,2024-03-24,10,Vegetables,Knollen & wortelgewassen,60
2024-03-3110,2024-03-31,10,Vegetables,Knollen & wortelgewassen,0
2024-04-0710,2024-04-07,10,Vegetables,Knollen & wortelgewassen,50
2024-04-1410,2024-04-14,10,Vegetables,Knollen & wortelgewassen,51
2024-04-2110,2024-04-21,10,Vegetables,Knollen & wortelgewassen,29
2024-04-2810,2024-04-28,10,Vegetables,Knollen & wortelgewassen,59
2024-05-0510,2024-05-05,10,Vegetables,Knollen & wortelgewassen,38
2024-05-1210,2024-05-12,10,Vegetables,Knollen & wortelgewassen,61
2024-05-1910,2024-05-19,10,Vegetables,Knollen & wortelgewassen,0
2024-05-2610,2024-05-26,10,Vegetables,Knollen & wortelgewassen,0
2024-06-0210,2024-06-02,10,Vegetables,Knollen & wortelgewassen,39
2024-06-0910,2024-06-09,10,Vegetables,Knollen & wortelgewassen,0
2024-06-1610,2024-06-16,10,Vegetables,Knollen & wortelgewassen,44
2024-06-2310,2024-06-23,10,Vegetables,Knollen & wortelgewassen,0
2024-06-3010,2024-06-30,10,Vegetables,Knollen & wortelgewassen,49
2024-07-0710,2024-07-07,10,Vegetables,Knollen & wortelgewassen,49
2024-07-1410,2024-07-14,10,Vegetables,Knollen & wortelgewassen,41
2024-07-2110,2024-07-21,10,Vegetables,Knollen & wortelgewassen,59
2024-07-2810,2024-07-28,10,Vegetables,Knollen & wortelgewassen,44
2024-08-0410,2024-08-04,10,Vegetables,Knollen & wortelgewassen,40
2024-08-1110,2024-08-11,10,Vegetables,Knollen & wortelgewassen,0
2024-08-1810,2024-08-18,10,Vegetables,Knollen & wortelgewassen,0
2024-08-2510,2024-08-25,10,Vegetables,Knollen & wortelgewassen,47
2024-09-0110,2024-09-01,10,Vegetables,Knollen & wortelgewassen,50
2024-09-0810,2024-09-08,10,Vegetables,Knollen & wortelgewassen,0
2024-09-1510,2024-09-15,10,Vegetables,Knollen & wortelgewassen,58
2024-09-2210,2024-09-22,10,Vegetables,Knollen & wortelgewassen,65
2024-09-2910,2024-09-29,10,Vegetables,Knollen & wortelgewassen,52
2024-10-0610,2024-10-06,10,Vegetables,Knollen & wortelgewassen,61
2024-10-1310,2024-10-13,10,Vegetables,Knollen & wortelgewassen,36
2024-10-2010,2024-10-20,10,Vegetables,Knollen & wortelgewassen,63
2024-10-2710,2024-10-27,10,Vegetables,Knollen & wortelgewassen,0
2024-11-0310,2024-11-03,10,Vegetables,Knollen & wortelgewassen,67
2024-11-1010,2024-11-10,10,Vegetables,Knollen & wortelgewassen,63
2024-11-1710,2024-11-17,10,Vegetables,Knollen & wortelgewassen,0
2024-11-2410,2024-11-24,10,Vegetables,Knollen & wortelgewassen,52
2024-12-0110,2024-12-01,10,Vegetables,Knollen & wortelgewassen,71
2024-12-0810,2024-12-08,10,Vegetables,Knollen & wortelgewassen,0
2024-12-1510,2024-12-15,10,Vegetables,Knollen & wortelgewassen,39
2024-12-2210,2024-12-22,10,Vegetables,Knollen & wortelgewassen,50
2024-12-2910,2024-12-29,10,Vegetables,Knollen & wortelgewassen,77
2025-01-0510,2025-01-05,10,Vegetables,Knollen & wortelgewassen,54
2025-01-1210,2025-01-12,10,Vegetables,Knollen & wortelgewassen,0
2025-01-1910,2025-01-19,10,Vegetables,Knollen & wortelgewassen,48
2025-01-2610,2025-01-26,10,Vegetables,Knollen & wortelgewassen,67
2025-02-0210,2025-02-02,10,Vegetables,Knollen & wortelgewassen,49
2025-02-0910,2025-02-09,10,Vegetables,Knollen & wortelgewassen,74
2025-02-1610,2025-02-16,10,Vegetables,Knollen & wortelgewassen,56
2025-02-2310,2025-02-23,10,Vegetables,Knollen & wortelgewassen,56
2025-03-0210,2025-03-02,10,Vegetables,Knollen & wortelgewassen,50
2025-03-0910,2025-03-09,10,Vegetables,Knollen & wortelgewassen,53
2025-03-1610,2025-03-16,10,Vegetables,Knollen & wortelgewassen,51
2025-03-2310,2025-03-23,10,Vegetables,Knollen & wortelgewassen,45
2025-03-3010,2025-03-30,10,Vegetables,Knollen & wortelgewassen,64
2025-04-0610,2025-04-06,10,Vegetables,Knollen & wortelgewassen,51
2025-04-1310,2025-04-13,10,Vegetables,Knollen & wortelgewassen,40
2025-04-2010,2025-04-20,10,Vegetables,Knollen & wortelgewassen,41
2025-04-2710,2025-04-27,10,Vegetables,Knollen & wortelgewassen,0
2025-05-0410,2025-05-04,10,Vegetables,Knollen & wortelgewassen,0
2025-05-1110,2025-05-11,10,Vegetables,Knollen & wortelgewassen,32
2025-05-1810,2025-05-18,10,Vegetables,Knollen & wortelgewassen,45
2025-05-2510,2025-05-25,10,Vegetables,Knollen & wortelgewassen,44
2025-06-0110,2025-06-01,10,Vegetables,Knollen & wortelgewassen,40
2025-06-0810,2025-06-08,10,Vegetables,Knollen & wortelgewassen,41
2025-06-1510,2025-06-15,10,Vegetables,Knollen & wortelgewassen,46
2025-06-2210,2025-06-22,10,Vegetables,Knollen & wortelgewassen,56
2025-06-2910,2025-06-29,10,Vegetables,Knollen & wortelgewassen,0
2020-12-2711,2020-12-27,11,Vegetables,Bladgroenten,33
2021-01-0311,2021-01-03,11,Vegetables,Bladgroenten,62
2021-01-1011,2021-01-10,11,Vegetables,Bladgroenten,77
2021-01-1711,2021-01-17,11,Vegetables,Bladgroenten,65
2021-01-2411,2021-01-24,11,Vegetables,Bladgroenten,57
2021-01-3111,2021-01-31,11,Vegetables,Bladgroenten,63
2021-02-0711,2021-02-07,11,Vegetables,Bladgroenten,65
2021-02-1411,2021-02-14,11,Vegetables,Bladgroenten,53
2021-02-2111,2021-02-21,11,Vegetables,Bladgroenten,44
2021-02-2811,2021-02-28,11,Vegetables,Bladgroenten,49
2021-03-0711,2021-03-07,11,Vegetables,Bladgroenten,38
2021-03-1411,2021-03-14,11,Vegetables,Bladgroenten,45
2021-03-2111,2021-03-21,11,Vegetables,Bladgroenten,50
2021-03-2811,2021-03-28,11,Vegetables,Bladgroenten,34
2021-04-0411,2021-04-04,11,Vegetables,Bladgroenten,34
2021-04-1111,2021-04-11,11,Vegetables,Bladgroenten,45
2021-04-1811,2021-04-18,11,Vegetables,Bladgroenten,40
2021-04-2511,2021-04-25,11,Vegetables,Bladgroenten,37
2021-05-0211,2021-05-02,11,Vegetables,Bladgroenten,46
2021-05-0911,2021-05-09,11,Vegetables,Bladgroenten,35
2021-05-1611,2021-05-16,11,Vegetables,Bladgroenten,41
2021-05-2311,2021-05-23,11,Vegetables,Bladgroenten,35
2021-05-3011,2021-05-30,11,Vegetables,Bladgroenten,26
2021-06-0611,2021-06-06,11,Vegetables,Bladgroenten,35
2021-06-1311,2021-06-13,11,Vegetables,Bladgroenten,29
2021-06-2011,2021-06-20,11,Vegetables,Bladgroenten,43
2021-06-2711,2021-06-27,11,Vegetables,Bladgroenten,34
2021-07-0411,2021-07-04,11,Vegetables,Bladgroenten,33
2021-07-1111,2021-07-11,11,Vegetables,Bladgroenten,30
2021-07-1811,2021-07-18,11,Vegetables,Bladgroenten,31
2021-07-2511,2021-07-25,11,Vegetables,Bladgroenten,29
2021-08-0111,2021-08-01,11,Vegetables,Bladgroenten,33
2021-08-0811,2021-08-08,11,Vegetables,Bladgroenten,32
2021-08-1511,2021-08-15,11,Vegetables,Bladgroenten,35
2021-08-2211,2021-08-22,11,Vegetables,Bladgroenten,45
2021-08-2911,2021-08-29,11,Vegetables,Bladgroenten,38
2021-09-0511,2021-09-05,11,Vegetables,Bladgroenten,34
2021-09-1211,2021-09-12,11,Vegetables,Bladgroenten,43
2021-09-1911,2021-09-19,11,Vegetables,Bladgroenten,47
2021-09-2611,2021-09-26,11,Vegetables,Bladgroenten,63
2021-10-0311,2021-10-03,11,Vegetables,Bladgroenten,70
2021-10-1011,2021-10-10,11,Vegetables,Bladgroenten,75
2021-10-1711,2021-10-17,11,Vegetables,Bladgroenten,58
2021-10-2411,2021-10-24,11,Vegetables,Bladgroenten,72
2021-10-3111,2021-10-31,11,Vegetables,Bladgroenten,75
2021-11-0711,2021-11-07,11,Vegetables,Bladgroenten,68
2021-11-1411,2021-11-14,11,Vegetables,Bladgroenten,66
2021-11-2111,2021-11-21,11,Vegetables,Bladgroenten,62
2021-11-2811,2021-11-28,11,Vegetables,Bladgroenten,69
2021-12-0511,2021-12-05,11,Vegetables,Bladgroenten,50
2021-12-1211,2021-12-12,11,Vegetables,Bladgroenten,45
2021-12-1911,2021-12-19,11,Vegetables,Bladgroenten,35
2021-12-2611,2021-12-26,11,Vegetables,Bladgroenten,33
2022-01-0211,2022-01-02,11,Vegetables,Bladgroenten,57
2022-01-0911,2022-01-09,11,Vegetables,Bladgroenten,66
2022-01-1611,2022-01-16,11,Vegetables,Bladgroenten,59
2022-01-2311,2022-01-23,11,Vegetables,Bladgroenten,60
2022-01-3011,2022-01-30,11,Vegetables,Bladgroenten,61
2022-02-0611,2022-02-06,11,Vegetables,Bladgroenten,56
2022-02-1311,2022-02-13,11,Vegetables,Bladgroenten,41
2022-02-2011,2022-02-20,11,Vegetables,Bladgroenten,48
2022-02-2711,2022-02-27,11,Vegetables,Bladgroenten,42
2022-03-0611,2022-03-06,11,Vegetables,Bladgroenten,40
2022-03-1311,2022-03-13,11,Vegetables,Bladgroenten,37
2022-03-2011,2022-03-20,11,Vegetables,Bladgroenten,38
2022-03-2711,2022-03-27,11,Vegetables,Bladgroenten,44
2022-04-0311,2022-04-03,11,Vegetables,Bladgroenten,37
2022-04-1011,2022-04-10,11,Vegetables,Bladgroenten,39
2022-04-1711,2022-04-17,11,Vegetables,Bladgroenten,25
2022-04-2411,2022-04-24,11,Vegetables,Bladgroenten,31
2022-05-0111,2022-05-01,11,Vegetables,Bladgroenten,30
2022-05-0811,2022-05-08,11,Vegetables,Bladgroenten,29
2022-05-1511,2022-05-15,11,Vegetables,Bladgroenten,33
2022-05-2211,2022-05-22,11,Vegetables,Bladgroenten,34
2022-05-2911,2022-05-29,11,Vegetables,Bladgroenten,43
2022-06-0511,2022-06-05,11,Vegetables,Bladgroenten,42
2022-06-1211,2022-06-12,11,Vegetables,Bladgroenten,36
2022-06-1911,2022-06-19,11,Vegetables,Bladgroenten,43
2022-06-2611,2022-06-26,11,Vegetables,Bladgroenten,43
2022-07-0311,2022-07-03,11,Vegetables,Bladgroenten,35
2022-07-1011,2022-07-10,11,Vegetables,Bladgroenten,36
2022-07-1711,2022-07-17,11,Vegetables,Bladgroenten,31
2022-07-2411,2022-07-24,11,Vegetables,Bladgroenten,36
2022-07-3111,2022-07-31,11,Vegetables,Bladgroenten,31
2022-08-0711,2022-08-07,11,Vegetables,Bladgroenten,30
2022-08-1411,2022-08-14,11,Vegetables,Bladgroenten,27
2022-08-2111,2022-08-21,11,Vegetables,Bladgroenten,36
2022-08-2811,2022-08-28,11,Vegetables,Bladgroenten,41
2022-09-0411,2022-09-04,11,Vegetables,Bladgroenten,48
2022-09-1111,2022-09-11,11,Vegetables,Bladgroenten,59
2022-09-1811,2022-09-18,11,Vegetables,Bladgroenten,60
2022-09-2511,2022-09-25,11,Vegetables,Bladgroenten,77
